LM_ID	COMMON_NAME	Adduct	CATEGORY	MAIN_CLASS	SUB_CLASS	EXACT_MASS	FORMULA	PUBCHEM_SID	PUBCHEM_CID	INCHI_KEY	KEGG_ID	HMDBID	CHEBI_ID	LIPIDAT_ID	LIPIDBANK_ID
LMGP10030088	"PA(P-16:0/18:2(9Z,12Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	656.478094	C37H69O7P	123067323	52929743	OLCTYLMZTXKGKH-BBNWHMLASA-N					
LMGP10030013	"PA(P-16:0/18:3(6Z,9Z,12Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	654.462444	C37H67O7P	123067248	52929668	UKPDEGBSLCZSCQ-RMJWEJRTSA-N					
LMGP10030014	"PA(P-16:0/18:3(9Z,12Z,15Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	654.462444	C37H67O7P	123067249	52929669	HVMRXISGJIJCIF-YTGNGJBXSA-N					
LMGP10030015	"PA(P-16:0/18:4(6Z,9Z,12Z,15Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	652.446794	C37H65O7P	123067250	52929670	KFQZKRVSCCEOAQ-LVDJGFSASA-N					
LMGP10030016	PA(P-16:0/19:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	674.525044	C38H75O7P	123067251	52929671	GDCPJXDBXPOCES-KEKAMVOHSA-N					
LMGP10030017	PA(P-16:0/19:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	672.509394	C38H73O7P	123067252	52929672	HQGGWMQSRVIRAU-LCWLJWMXSA-N					
LMGP10030018	PA(P-16:0/20:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	688.540694	C39H77O7P	123067253	52929673	BWQILOFXBXTQFE-QBGGTIPBSA-N					
LMGP10030019	PA(P-16:0/20:1(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	686.525044	C39H75O7P	123067254	52929674	OALTXVBIDLDKLI-DKEIGBEKSA-N					
LMGP10030020	"PA(P-16:0/20:2(11Z,14Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	684.509394	C39H73O7P	123067255	52929675	PSRNYDVWBPKQMG-BKJZZZLGSA-N					
LMGP10030021	"PA(P-16:0/20:3(8Z,11Z,14Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	682.493744	C39H71O7P	123067256	52929676	YJKGDGWLHJYXSE-GWEYBPIBSA-N					
LMGP10030087	"PA(P-16:0/20:4(5Z,8Z,11Z,14Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	680.478094	C39H69O7P	123067322	52929742	YUTFNBCUEMRJHI-BZLZWGFMSA-N					
LMGP10030022	"PA(P-16:0/20:5(5Z,8Z,11Z,14Z,17Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	678.462444	C39H67O7P	123067257	52929677	PDBDSXJREWDZKL-JDRUEVEXSA-N					
LMGP10030023	PA(P-16:0/21:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	702.556344	C40H79O7P	123067258	52929678	YWDHGFFQZFDAQX-RVQZTHKRSA-N					
LMGP10030024	PA(P-16:0/22:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	716.571994	C41H81O7P	123067259	52929679	WLADJJZQCOXGIZ-MLNKCZLHSA-N					
LMGP10030025	PA(P-16:0/22:1(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	714.556344	C41H79O7P	123067260	52929680	LDGJRDWMDMCUGP-NEFGLTJMSA-N					
LMGP10030026	"PA(P-16:0/22:2(13Z,16Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	712.540694	C41H77O7P	123067261	52929681	BTHNORAPAILNCZ-HUYJEMJHSA-N					
LMGP10030027	"PA(P-16:0/22:4(7Z,10Z,13Z,16Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	708.509394	C41H73O7P	123067262	52929682	NTPPEWHWKGHLLH-AONUQETFSA-N					
LMGP10030093	"PA(P-16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	704.478094	C41H69O7P	123067328	52929748	KPEBIWBYDZHMKV-QTUSOVKZSA-N					
LMGP10030028	PA(P-18:0/12:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	604.446794	C33H65O7P	123067263	52929683	YBXNNDCGMNUNQE-GFMKPRQQSA-N					
LMGP10030029	PA(P-18:0/13:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	618.462444	C34H67O7P	123067264	52929684	NVNWNSYSVFMXBL-OXNTXANNSA-N					
LMGP10030030	PA(P-18:0/14:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	632.478094	C35H69O7P	123067265	52929685	WUSKAGOSAQMUJM-JEHWVFPESA-N					
LMGP10030031	PA(P-18:0/14:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	630.462444	C35H67O7P	123067266	52929686	QZQMQKONPVSXIJ-IVMIRWIMSA-N					
LMGP10030032	PA(P-18:0/15:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	646.493744	C36H71O7P	123067267	52929687	KJCUCGGVFBIZOY-UTLWLCATSA-N					
LMGP10030033	PA(P-18:0/15:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	644.478094	C36H69O7P	123067268	52929688	HNYZNNZMFMKPCF-AHQPSGEGSA-N					
LMGP10030034	PA(P-18:0/16:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	660.509394	C37H73O7P	123067269	52929689	OUDMCPBATXSPDQ-CCNOWLMMSA-N					
LMGP10030035	PA(P-18:0/16:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	658.493744	C37H71O7P	123067270	52929690	ALWWTQBRYMGUAR-CPFPGZRNSA-N					
LMGP10030036	PA(P-18:0/17:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	674.525044	C38H75O7P	123067271	52929691	NGQVKJKQYGDMBI-KEKAMVOHSA-N					
LMGP10030037	PA(P-18:0/17:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	672.509394	C38H73O7P	123067272	52929692	KGQVRFMMRCFCBX-PLURUEHPSA-N					
LMGP10030038	"PA(P-18:0/17:2(9Z,12Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	670.493744	C38H71O7P	123067273	52929693	DMUFRDZXBCOLIQ-HKUATHROSA-N					
LMGP10030039	PA(P-18:0/18:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	688.540694	C39H77O7P	123067274	52929694	VNVURHNTMPESIG-QBGGTIPBSA-N					
LMGP10030092	PA(P-18:0/18:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	686.525044	C39H75O7P	123067327	52929747	ZJGMUQGWZOJOAO-VDWFBKDDSA-N					
LMGP10030040	"PA(P-18:0/18:2(9Z,12Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	684.509394	C39H73O7P	123067275	52929695	ZFMSLICFIMMLFN-WWZNNBHZSA-N					
LMGP10030041	"PA(P-18:0/18:3(6Z,9Z,12Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	682.493744	C39H71O7P	123067276	52929696	ABXIRVQVSSZMPO-NZXHAICFSA-N					
LMGP10030042	"PA(P-18:0/18:3(9Z,12Z,15Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	682.493744	C39H71O7P	123067277	52929697	IDIHIQWKJRWSNL-WFJILFKUSA-N					
LMGP10030043	"PA(P-18:0/18:4(6Z,9Z,12Z,15Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	680.478094	C39H69O7P	123067278	52929698	ZSTZWQZCLBGVLG-JPYBCMMCSA-N					
LMGP10030044	PA(P-18:0/19:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	702.556344	C40H79O7P	123067279	52929699	VAOCQYUPTYUXPB-RVQZTHKRSA-N					
LMGP10030045	PA(P-18:0/19:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	700.540694	C40H77O7P	123067280	52929700	GAGMWZBRMPWUOF-SXZNIGQSSA-N					
LMGP10030046	PA(P-18:0/20:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	716.571994	C41H81O7P	123067281	52929701	PIWZJKDYWHKJEL-MLNKCZLHSA-N					
LMGP10030047	PA(P-18:0/20:1(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	714.556344	C41H79O7P	123067282	52929702	GHKXOZAZILXNAO-FDKBMSRLSA-N					
LMGP10030048	"PA(P-18:0/20:2(11Z,14Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	712.540694	C41H77O7P	123067283	52929703	NBNKFXBSSGSLCJ-HUYJEMJHSA-N					
LMGP10030049	"PA(P-18:0/20:3(8Z,11Z,14Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	710.525044	C41H75O7P	123067284	52929704	ULMCWXSKECNYKU-RLPKAINDSA-N					
LMGP10030091	"PA(P-18:0/20:4(5Z,8Z,11Z,14Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	708.509394	C41H73O7P	123067326	52929746	WNCZADHGEMOMDT-BWJHYKGVSA-N					
LMGP10030050	"PA(P-18:0/20:5(5Z,8Z,11Z,14Z,17Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	706.493744	C41H71O7P	123067285	52929705	DLZIYGQSCLNDNH-YJTAEOFMSA-N					
LMGP10030051	PA(P-18:0/21:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	730.587644	C42H83O7P	123067286	52929706	DCOBTQHCEUWLJV-BUKQJAHZSA-N					
LMGP10030052	PA(P-18:0/22:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	744.603294	C43H85O7P	123067287	52929707	SBSPRUUNBXNSSS-QBQOASDNSA-N					
LMGP10030053	PA(P-18:0/22:1(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	742.587644	C43H83O7P	123067288	52929708	CUSJYMQGUCLAQJ-QZYXHJOUSA-N					
LMGP10030054	"PA(P-18:0/22:2(13Z,16Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	740.571994	C43H81O7P	123067289	52929709	HOUVJXCMFDRFQX-KZAJIWBKSA-N					
LMGP10030055	"PA(P-18:0/22:4(7Z,10Z,13Z,16Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	736.540694	C43H77O7P	123067290	52929710	SWSRFKPHOGESGF-VEWVMPHFSA-N					
LMGP10030090	"PA(P-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	732.509394	C43H73O7P	123067325	52929745	RTHPACPSVPHLAN-FHCBXFGQSA-N					
LMGP10030056	PA(P-20:0/12:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	632.478094	C35H69O7P	123067291	52929711	XMBJQOUSKPXBNW-JEHWVFPESA-N					
LMGP10030057	PA(P-20:0/13:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	646.493744	C36H71O7P	123067292	52929712	OKAZMNRBYMITJB-UTLWLCATSA-N					
LMGP10030058	PA(P-20:0/14:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	660.509394	C37H73O7P	123067293	52929713	DBBDBZVYROKZER-CCNOWLMMSA-N					
LMGP10030059	PA(P-20:0/14:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	658.493744	C37H71O7P	123067294	52929714	QQSRHKYPRNWYGO-MMMOWTGRSA-N					
LMGP10030060	PA(P-20:0/15:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	674.525044	C38H75O7P	123067295	52929715	LSBIGYDEQHHENN-KEKAMVOHSA-N					
LMGP10030061	PA(P-20:0/15:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	672.509394	C38H73O7P	123067296	52929716	WVAKQOZGBVNQMC-UMBHMOOCSA-N					
LMGP10030062	PA(P-20:0/16:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	688.540694	C39H77O7P	123067297	52929717	QKMDSOZQUXAZOD-QBGGTIPBSA-N					
LMGP10030063	PA(P-20:0/16:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	686.525044	C39H75O7P	123067298	52929718	JRPUFEJDUOFLKJ-ZIRFGIFISA-N					
LMGP10030064	PA(P-20:0/17:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	702.556344	C40H79O7P	123067299	52929719	KBVMEDQHQZZMCV-RVQZTHKRSA-N					
LMGP10030065	PA(P-20:0/17:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	700.540694	C40H77O7P	123067300	52929720	OAHWMHWLTSBMSR-XDWFEHNWSA-N					
LMGP10030066	"PA(P-20:0/17:2(9Z,12Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	698.525044	C40H75O7P	123067301	52929721	IRJKKHONJMRBQL-GPLLUOSISA-N					
LMGP10030067	PA(P-20:0/18:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	716.571994	C41H81O7P	123067302	52929722	LKBLNTVEFXGWMM-MLNKCZLHSA-N					
LMGP10030068	PA(P-20:0/18:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	714.556344	C41H79O7P	123067303	52929723	HDHFSHFUGURWRD-ZJUSDDGTSA-N					
LMGP10030069	"PA(P-20:0/18:2(9Z,12Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	712.540694	C41H77O7P	123067304	52929724	DJXXPWVISVVQJU-QGVUTNCOSA-N					
LMGP10030070	"PA(P-20:0/18:3(6Z,9Z,12Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	710.525044	C41H75O7P	123067305	52929725	CGCASZFYFWUFQB-LDPUUOPDSA-N					
LMGP10030071	"PA(P-20:0/18:3(9Z,12Z,15Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	710.525044	C41H75O7P	123067306	52929726	VZVLDHIEHMEZOC-PEPVRQSYSA-N					
LMGP10030072	"PA(P-20:0/18:4(6Z,9Z,12Z,15Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	708.509394	C41H73O7P	123067307	52929727	ZKNIFDPHOCNALQ-FZMIRGROSA-N					
LMGP10030073	PA(P-20:0/19:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	730.587644	C42H83O7P	123067308	52929728	JZASJXOKVXSAQK-BUKQJAHZSA-N					
LMGP10030074	PA(P-20:0/19:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	728.571994	C42H81O7P	123067309	52929729	UYVFVTMZSVJHHD-KOJXWNQLSA-N					
LMGP10030075	PA(P-20:0/20:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	744.603294	C43H85O7P	123067310	52929730	ALOBECCBIWORBR-QBQOASDNSA-N					
LMGP10030076	PA(P-20:0/20:1(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	742.587644	C43H83O7P	123067311	52929731	WSVYKEAAQCZCIM-OLQPOVPYSA-N					
LMGP10030077	"PA(P-20:0/20:2(11Z,14Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	740.571994	C43H81O7P	123067312	52929732	PLXNNBDTZSZJJC-LSANEQIKSA-N					
LMGP10030078	"PA(P-20:0/20:3(8Z,11Z,14Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	738.556344	C43H79O7P	123067313	52929733	HAKHFFNYTRCRGX-FHHYHIFWSA-N					
LMGP10030079	"PA(P-20:0/20:4(5Z,8Z,11Z,14Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	736.540694	C43H77O7P	123067314	52929734	JDEKYENVYXSEFU-QQSXETGKSA-N					
LMGP10030080	"PA(P-20:0/20:5(5Z,8Z,11Z,14Z,17Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	734.525044	C43H75O7P	123067315	52929735	BYNXMAASZCNSIH-DOJGJLTGSA-N					
LMGP10030081	PA(P-20:0/21:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	758.618944	C44H87O7P	123067316	52929736	JLNSRZXUVUUTET-BDAKYBAVSA-N					
LMGP10030082	PA(P-20:0/22:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	772.634594	C45H89O7P	123067317	52929737	RAHZTCSZRUPQGI-VAGBQZCZSA-N					
LMGP10030083	PA(P-20:0/22:1(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	770.618944	C45H87O7P	123067318	52929738	XALKRJBJOZPEBN-MPVFTWOSSA-N					
LMGP10030084	"PA(P-20:0/22:2(13Z,16Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	768.603294	C45H85O7P	123067319	52929739	BPQKJRVLHXEGQX-HRFNLXICSA-N					
LMGP10030085	"PA(P-20:0/22:4(7Z,10Z,13Z,16Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	764.571994	C45H81O7P	123067320	52929740	RLYSMZKMLSAVDA-YNURERCLSA-N					
LMGP10030086	"PA(P-20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	" 1-(1Z-alkenyl),2-acylglycerophosphates [GP1003] "	760.540694	C45H77O7P	123067321	52929741	SKCJJVCHSRSCLN-FLFKUHFJSA-N					
