LM_ID	COMMON_NAME	Adduct	CATEGORY	MAIN_CLASS	SUB_CLASS	EXACT_MASS	FORMULA	PUBCHEM_SID	PUBCHEM_CID	INCHI_KEY	KEGG_ID	HMDBID	CHEBI_ID	LIPIDAT_ID	LIPIDBANK_ID
LMGL02010363	DG(13:0/19:0/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	568.506676	C35H68O5	135638122	56936330	YQTMVDKIYRAEPR-XIFFEERXSA-N					
LMGL02010364	DG(13:0/20:0/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	582.522326	C36H70O5	135638123	56936331	STOKGDQWQBTZCN-UMSFTDKQSA-N					
LMGL02010365	DG(13:0/20:1(11Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	580.506676	C36H68O5	135638124	56936332	WYYSAZIGSLWVEP-MAOANKDLSA-N					
LMGL02010366	DG(13:0/20:2(11Z,14Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	578.491026	C36H66O5	135638125	56936333	QIXNSNYDIDPUNY-HEVGVMPESA-N					
LMGL02010367	DG(13:0/20:3(8Z,11Z,14Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	576.475376	C36H64O5	135638126	56936334	PPNKTYNMOMMATJ-LTVPGVCESA-N					
LMGL02010368	DG(13:0/20:4(5Z,8Z,11Z,14Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	574.459726	C36H62O5	135638127	56936335	FWGIBVDRTLDAHU-SQPUOAHRSA-N					
LMGL02010369	DG(13:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	572.444076	C36H60O5	135638128	56936336	BBHULGPKYCCBME-AXCVOLLUSA-N					
LMGL02010370	DG(13:0/21:0/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	596.537976	C37H72O5	135638129	56936337	QCLNBCFJPBWNKP-DHUJRADRSA-N					
LMGL02010371	DG(13:0/22:0/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	610.553626	C38H74O5	135638130	56936338	CYZRJZZWZGXFHA-BHVANESWSA-N					
LMGL02010372	DG(13:0/22:1(11Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	608.537976	C38H72O5	135638131	56936339	OXSAXTGQOUEFSP-QAHLDSHBSA-N					
LMGL02010373	DG(13:0/22:2(13Z,16Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	606.522326	C38H70O5	135638132	56936340	IPUHEYBQZNCDAJ-ZRGLVORESA-N					
LMGL02010374	DG(13:0/22:3(10Z,13Z,16Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	604.506676	C38H68O5	135638133	56936341	HZWISUXXNQFCRM-IWSGKVBFSA-N					
LMGL02010375	DG(13:0/22:4(7Z,10Z,13Z,16Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	602.491026	C38H66O5	135638134	56936342	NWESYGIHIVNGRM-QLNLCOHNSA-N					
LMGL02010376	DG(13:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	600.475376	C38H64O5	135638135	56936343	UOMKVZCOOUOPCG-JBMWSKGXSA-N					
LMGL02010377	DG(13:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	598.459726	C38H62O5	135638136	56936344	FKHXHRLBMNWEKS-LXLIUTNNSA-N					
LMGL02010309	DG(14:0/0:0/14:0)(d5)	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	517.474951	C31H55D5O5	14711161	9543974	JADYBWICRJWGBW-IPDPWHDOSA-N					
LMGL02010378	DG(14:0/16:0/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	540.475376	C33H64O5	135638137	13734178	NYNQTTOUQMCOEM-HKBQPEDESA-N					
LMGL02010379	DG(14:0/16:1(9Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	538.459726	C33H62O5	135638138	53477950	SSKSBJYFDDMVGX-QDPLMGLHSA-N					
LMGL02010380	DG(14:0/17:0/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	554.491026	C34H66O5	135638139	56936345	QIRREZVWUVQDDC-YTTGMZPUSA-N					
LMGL02010381	DG(14:0/17:1(9Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	552.475376	C34H64O5	135638140	56936346	CWJDHJXDPBOJNU-WKBUOZHXSA-N					
LMGL02010382	DG(14:0/17:2(9Z,12Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	550.459726	C34H62O5	135638141	56936347	ZTVOWOFMXNBYQI-CQDQLOAZSA-N					
LMGL02010383	DG(14:0/18:0/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	568.506676	C35H68O5	135638142	53477951	KMVLRLSCKJNBHV-XIFFEERXSA-N					
LMGL02010384	DG(14:0/18:1(9Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	566.491026	C35H66O5	135638143	14275341	XEQQGHISHUGMIP-ASUORMEESA-N					
LMGL02010385	DG(14:0/18:2(9Z,12Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	564.475376	C35H64O5	135638144	14275352	WVBVUWWRPSWGDS-JWVBYZEHSA-N					
LMGL02010386	DG(14:0/18:3(9Z,12Z,15Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	562.459726	C35H62O5	135638145	14275359	UBVNVODYHAMTDT-IRAKIBEVSA-N					
	DG(14:0/18:4)	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]										
	DG(14:0/18:4)	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]										
LMGL02010387	DG(14:0/19:0/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	582.522326	C36H70O5	135638146	56936348	RCJCEWSKYFICIT-UMSFTDKQSA-N					
LMGL02010388	DG(14:0/20:0/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	596.537976	C37H72O5	135638147	53477955	WHDVKISBZHRCLW-DHUJRADRSA-N					
LMGL02010389	DG(14:0/20:1(11Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	594.522326	C37H70O5	135638148	53477956	VQOIASKPUKUIDV-CEJFXXFTSA-N					
LMGL02010390	DG(14:0/20:2(11Z,14Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	592.506676	C37H68O5	135638149	53477957	YGOMWJXISJKIPY-CJZWHCSYSA-N					
LMGL02010391	DG(14:0/20:3(8Z,11Z,14Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	590.491026	C37H66O5	135638150	53477959	MIOCZRAJMXIEKP-NYBWPXJJSA-N					
LMGL02010392	DG(14:0/20:4(5Z,8Z,11Z,14Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	588.475376	C37H64O5	135638151	53477960	WUAKTBJJBHNDEY-BAGRHYESSA-N					
LMGL02010393	DG(14:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	586.459726	C37H62O5	135638152	53477962	BAFNDQNTLTVGNN-MJAVOFNKSA-N					
LMGL02010394	DG(14:0/21:0/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	610.553626	C38H74O5	135638153	56936349	YWGIOIDFDPPQBQ-BHVANESWSA-N					
LMGL02010395	DG(14:0/22:0/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	624.569276	C39H76O5	135638154	53477963	DINFAYNBAABMIP-QNGWXLTQSA-N					
LMGL02010396	DG(14:0/22:1(11Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	622.553626	C39H74O5	135638155	56936350	ZJYMDUSQBGKKBC-AMTAEZDDSA-N					
LMGL02010397	DG(14:0/22:2(13Z,16Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	620.537976	C39H72O5	135638156	53477965	IOYSFCVWNHOMJU-KAOSVWFWSA-N					
LMGL02010398	DG(14:0/22:3(10Z,13Z,16Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	618.522326	C39H70O5	135638157	56936351	DFOKQUYXEXANNU-VZTVXBHMSA-N					
LMGL02010399	DG(14:0/22:4(7Z,10Z,13Z,16Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	616.506676	C39H68O5	135638158	53477966	RJWUOCNQTGXKIH-QILILDRISA-N					
LMGL02010400	DG(14:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	614.491026	C39H66O5	135638159	53477968	UNAUUXGPAPFTQK-MTCOIHPXSA-N					
LMGL02010401	DG(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	612.475376	C39H64O5	135638160	53477969	FRUADKDVYOLUEU-RWYVPCEMSA-N					
LMGL02010325	DG(14:1(9Z)/14:1(9Z)/0:0)	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	508.412776	C31H56O5	135638084	53477973	UOMACDOEROJUON-XRZSNXEXSA-N					
LMGL02010402	DG(14:1(9Z)/16:0/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	538.459726	C33H62O5	135638161	53477975	YDFMMWFTBDJBLR-DDNKTQICSA-N					
LMGL02010403	DG(14:1(9Z)/16:1(9Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	536.444076	C33H60O5	135638162	53477976	MMXVUIXFSQFCJO-VMNLQMMRSA-N					
LMGL02010404	DG(14:1(9Z)/17:0/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	552.475376	C34H64O5	135638163	56936352	VSWGHGWEPKCEBQ-PBWXCMRYSA-N					
LMGL02010405	DG(14:1(9Z)/17:1(9Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	550.459726	C34H62O5	135638164	56936353	AILYEMOUBIXAIQ-PZSCCZTHSA-N					
LMGL02010406	DG(14:1(9Z)/17:2(9Z,12Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	548.444076	C34H60O5	135638165	56936354	YQRBJQMOQRXTHR-CGVDGURLSA-N					
LMGL02010407	DG(14:1(9Z)/18:0/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	566.491026	C35H66O5	135638166	53477977	PAHKOLCUPPSBEU-ZUMVFQCASA-N					
LMGL02010408	DG(14:1(9Z)/18:1(9Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	564.475376	C35H64O5	135638167	53477979	HJBMLXDFAMFHQW-QGYSHCINSA-N					
LMGL02010409	DG(14:1(9Z)/18:2(9Z,12Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	562.459726	C35H62O5	135638168	53477980	CJKXGRSGRKUWTH-LBWIYNPJSA-N					
LMGL02010410	DG(14:1(9Z)/18:3(9Z,12Z,15Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	560.444076	C35H60O5	135638169	53477982	VMPFJVBUSSLDKJ-UKRSEQBJSA-N					
LMGL02010411	DG(14:1(9Z)/19:0/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	580.506676	C36H68O5	135638170	56936355	MZKLGRMHKGDMAR-WDZTVWFTSA-N					
LMGL02010412	DG(14:1(9Z)/20:0/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	594.522326	C37H70O5	135638171	53477984	MTIPZYJQFUTOHS-UPROKQPWSA-N					
LMGL02010413	DG(14:1(9Z)/20:1(11Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	592.506676	C37H68O5	135638172	53477985	ICKXCACAKBBHBX-FGZNLNJOSA-N					
LMGL02010414	DG(14:1(9Z)/20:2(11Z,14Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	590.491026	C37H66O5	135638173	53477986	YMQRUULVAHFQLL-MJRSHOOBSA-N					
LMGL02010415	DG(14:1(9Z)/20:3(8Z,11Z,14Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	588.475376	C37H64O5	135638174	53477988	IUUIEXFKBNBZAX-WHJULUMISA-N					
LMGL02010416	DG(14:1(9Z)/20:4(5Z,8Z,11Z,14Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	586.459726	C37H62O5	135638175	53477989	DJCGWFGVVMXSPO-LJIUOZACSA-N					
LMGL02010417	DG(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	584.444076	C37H60O5	135638176	53477991	FERDPPIQANTDTF-VHDCWOTASA-N					
LMGL02010418	DG(14:1(9Z)/21:0/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	608.537976	C38H72O5	135638177	56936356	AFXVKYJKSBKCSK-WSVSASBZSA-N					
LMGL02010419	DG(14:1(9Z)/22:0/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	622.553626	C39H74O5	135638178	53477992	WCKCIZGPGIVEOH-LEWNPWSNSA-N					
LMGL02010420	DG(14:1(9Z)/22:1(11Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	620.537976	C39H72O5	135638179	56936357	PTTLHCJUUXIGPD-FDOZKAONSA-N					
LMGL02010421	DG(14:1(9Z)/22:2(13Z,16Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	618.522326	C39H70O5	135638180	53477994	ZUPOJSDRXROXHE-VXBBTDFSSA-N					
LMGL02010422	DG(14:1(9Z)/22:3(10Z,13Z,16Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	616.506676	C39H68O5	135638181	56936358	RDLXNORAIPUUQU-KJHGAPSJSA-N					
LMGL02010423	DG(14:1(9Z)/22:4(7Z,10Z,13Z,16Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	614.491026	C39H66O5	135638182	53477995	PVIFENQCGOXOHK-ADJKREHHSA-N					
LMGL02010424	DG(14:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]	[M+NH4]+	Glycerolipids [GL]	Diradylglycerols [GL02]	Diacylglycerols [GL0201]	612.475376	C39H64O5	135638183	53477997	QSZQNXRKRGRBGH-ABHQEDCTSA-N					
